HS부호,HS6단위,품목 대분류,품목상세
0106121000,010612,기타 산 동물,"기타 산 동물 : 고래ㆍ돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)"
0106122000,010612,기타 산 동물,"기타 산 동물 : 물개, 바다사자와 바다코끼리(기각아목의 포유동물)"
0106130000,010613,기타 산 동물,기타 산 동물 : 낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과]
0106141000,010614,기타 산 동물,기타 산 동물 : 번식용
0106149000,010614,기타 산 동물,기타 산 동물 : 기타
0106191000,010619,기타 산 동물,기타 산 동물 : 개
0106193000,010619,기타 산 동물,기타 산 동물 : 사슴
0106194000,010619,기타 산 동물,기타 산 동물 : 곰
0106195000,010619,, : 여우
0106195010,010619,기타 산 동물,기타 산 동물 : 번식용
0106195090,010619,기타 산 동물,기타 산 동물 : 기타
0106196000,010619,, : 밍크
0106196010,010619,기타 산 동물,기타 산 동물 : 번식용
0106196090,010619,기타 산 동물,기타 산 동물 : 기타
0106199000,010619,기타 산 동물,기타 산 동물 : 기타
0106201000,010620,기타 산 동물,기타 산 동물 : 뱀
0106202000,010620,기타 산 동물,기타 산 동물 : 자라
0106203000,010620,기타 산 동물,기타 산 동물 : 거북
0106209000,010620,기타 산 동물,기타 산 동물 : 기타
0106310000,010631,기타 산 동물,기타 산 동물 : 맹금류
0106320000,010632,기타 산 동물,기타 산 동물 : 앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다]
0106330000,010633,기타 산 동물,기타 산 동물 : 타조와 에뮤(emus)[드로마이어스 노배홀란디애(Dromaius novaehollandiae)]
0106390000,010639,기타 산 동물,기타 산 동물 : 기타
0106410000,010641,기타 산 동물,기타 산 동물 : 벌
0106490000,010649,기타 산 동물,기타 산 동물 : 기타
0106901000,010690,기타 산 동물,기타 산 동물 : 양서류
0106903000,010690,, : 환형동물류
0106903010,010690,기타 산 동물,기타 산 동물 : 갯지렁이
0106903020,010690,기타 산 동물,기타 산 동물 : 실지렁이
0106903090,010690,기타 산 동물,기타 산 동물 : 기타
0106909000,010690,기타 산 동물,기타 산 동물 : 기타
0201100000,020110,소고기,소고기 : 도체(屠體)와 이분도체(二分屠體)
0201201000,020120,소고기,소고기 : 갈비
0201209000,020120,소고기,소고기 : 기타
0201300000,020130,소고기,소고기 : 뼈 없는 것
0202100000,020210,소고기,소고기 : 도체(屠體)와 이분도체(二分屠體)
0202201000,020220,소고기,소고기 : 갈비
0202209000,020220,소고기,소고기 : 기타
0202300000,020230,소고기,소고기 : 뼈 없는 것
0203110000,020311,돼지고기,돼지고기 : 도체(屠體)와 이분도체(二分屠體)
0203120000,020312,돼지고기,돼지고기 : 넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0203191000,020319,돼지고기,돼지고기 : 삼겹살
0203199000,020319,돼지고기,돼지고기 : 기타
0203210000,020321,돼지고기,돼지고기 : 도체(屠體)와 이분도체(二分屠體)
0203220000,020322,돼지고기,돼지고기 : 넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0203291000,020329,돼지고기,돼지고기 : 삼겹살
0203299000,020329,돼지고기,돼지고기 : 기타
0204100000,020410,기타 육류,기타 육류 : 어린 면양의 도체(屠體)와 이분도체(二分屠體)(신선한 것이나 냉장한 것으로 한정한다)
0204210000,020421,기타 육류,기타 육류 : 도체(屠體)와 이분도체(二分屠體)
0204220000,020422,기타 육류,기타 육류 : 그 밖의 것으로서 뼈째로 절단한 것
0204230000,020423,기타 육류,기타 육류 : 뼈 없는 것
0204300000,020430,기타 육류,기타 육류 : 어린 면양의 도체(屠體)와 이분도체(二分屠體)(냉동한 것으로 한정한다)
0204410000,020441,기타 육류,기타 육류 : 도체(屠體)와 이분도체(二分屠體)
0204420000,020442,기타 육류,기타 육류 : 그 밖의 것으로서 뼈째로 절단한 것
0204430000,020443,기타 육류,기타 육류 : 뼈 없는 것
0204500000,020450,기타 육류,기타 육류 : 염소의 고기
0205000000,020500,기타 육류,"기타 육류 : 말ㆍ당나귀ㆍ노새ㆍ버새의 고기(신선한 것, 냉장하거나 냉동한 것으로 한정한다)"
0206100000,020610,소 설육,소 설육 : 소의 것(신선한 것이나 냉장한 것으로 한정한다)
0206210000,020621,소 설육,소 설육 : 혀
0206220000,020622,소 설육,소 설육 : 간
0206291000,020629,소 설육,소 설육 : 꼬리
0206292000,020629,소 설육,소 설육 : 족
0206299000,020629,소 설육,소 설육 : 기타
0206300000,020630,돼지 설육,돼지 설육 : 돼지의 것(신선한 것이나 냉장한 것으로 한정한다)
0206410000,020641,돼지 설육,돼지 설육 : 간
0206491000,020649,돼지 설육,돼지 설육 : 족
0206499000,020649,돼지 설육,돼지 설육 : 기타
0206800000,020680,기타 설육,기타 설육 : 기타(신선한 것이나 냉장한 것으로 한정한다)
0206900000,020690,기타 설육,기타 설육 : 기타(냉동한 것으로 한정한다)
0207110000,020711,닭고기,닭고기 : 절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다)
0207120000,020712,닭고기,닭고기 : 절단하지 않은 육(냉동한 것으로 한정한다)
0207131000,020713,닭고기,닭고기 : 절단육
0207132000,020713,, : 설육(屑肉)
0207132010,020713,닭 설육,닭 설육 : 간
0207132090,020713,닭 설육,닭 설육 : 기타
0207141000,020714,, : 절단육
0207141010,020714,닭고기,닭고기 : 다리
0207141020,020714,닭고기,닭고기 : 가슴
0207141030,020714,닭고기,닭고기 : 날개
0207141090,020714,닭고기,닭고기 : 기타
0207142000,020714,, : 설육(屑肉)
0207142010,020714,닭 설육,닭 설육 : 간
0207142090,020714,닭 설육,닭 설육 : 기타
0207240000,020724,기타 육류,기타 육류 : 절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다)
0207250000,020725,기타 육류,기타 육류 : 절단하지 않은 육(냉동한 것으로 한정한다)
0207261000,020726,기타 육류,기타 육류 : 절단육
0207262000,020726,, : 설육(屑肉)
0207262010,020726,기타 설육,기타 설육 : 간
0207262090,020726,기타 설육,기타 설육 : 기타
0207271000,020727,기타 육류,기타 육류 : 절단육
0207272000,020727,, : 설육(屑肉)
0207272010,020727,기타 설육,기타 설육 : 간
0207272090,020727,기타 설육,기타 설육 : 기타
0207410000,020741,오리고기,오리고기 : 절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다)
0207420000,020742,오리고기,오리고기 : 절단하지 않은 육(냉동한 것으로 한정한다)
0207430000,020743,오리고기,오리고기 : 지방간(신선한 것이나 냉장한 것으로 한정한다)
0207441000,020744,오리고기,오리고기 : 절단육
0207442000,020744,, : 설육(屑肉)
0207442010,020744,오리 설육,오리 설육 : 간
0207442090,020744,오리 설육,오리 설육 : 기타
0207451000,020745,오리고기,오리고기 : 절단육
0207452000,020745,, : 설육(屑肉)
0207452010,020745,오리 설육,오리 설육 : 간
0207452090,020745,오리 설육,오리 설육 : 기타
0207510000,020751,오리고기,오리고기 : 절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다)
0207520000,020752,오리고기,오리고기 : 절단하지 않은 육(냉동한 것으로 한정한다)
0207530000,020753,오리고기,오리고기 : 지방간(신선한 것이나 냉장한 것으로 한정한다)
0207541000,020754,오리고기,오리고기 : 절단육
0207542000,020754,, : 설육(屑肉)
0207542010,020754,오리 설육,오리 설육 : 간
0207542090,020754,오리 설육,오리 설육 : 기타
0207551000,020755,오리고기,오리고기 : 절단육
0207552000,020755,, : 설육(屑肉)
0207552010,020755,오리 설육,오리 설육 : 간
0207552090,020755,오리 설육,오리 설육 : 기타
0207601000,020760,오리고기,오리고기 : 절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다)
0207602000,020760,오리고기,오리고기 : 절단하지 않은 육(냉동한 것으로 한정한다)
0207603000,020760,, : 기타(신선한 것이나 냉장한 것으로 한정한다)
0207603100,020760,오리고기,오리고기 : 절단육
0207603200,020760,, : 설육(屑肉)
0207603210,020760,오리 설육,오리 설육 : 간
0207603290,020760,오리 설육,오리 설육 : 기타
0207604000,020760,, : 기타(냉동한 것으로 한정한다)
0207604100,020760,오리고기,오리고기 : 절단육
0207604200,020760,, : 설육(屑肉)
0207604210,020760,오리 설육,오리 설육 : 간
0207604290,020760,오리 설육,오리 설육 : 기타
0208100000,020810,기타 육류,기타 육류 : 토끼의 것
0208300000,020830,기타 육류,기타 육류 : 영장류의 것
0208401000,020840,기타 육류,"기타 육류 : 고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티·듀공(바다소목의 포유동물)의 것"
0208402000,020840,기타 육류,기타 육류 : 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것
0208500000,020850,기타 육류,기타 육류 : 파충류의 것(뱀과 거북을 포함한다)
0208600000,020860,기타 육류,기타 육류 : 낙타와 그 밖의 낙타과[카멜리대(Camelidae)과]의 것
0208901000,020890,기타 육류,기타 육류 : 사슴의 것
0208909000,020890,, : 기타
0208909010,020890,기타 육류,기타 육류 : 해양동물의 것
0208909090,020890,기타 육류,기타 육류 : 기타
0209100000,020910,돼지고기,돼지고기 : 돼지의 것
0209900000,020990,돼지고기,돼지고기 : 기타
0210110000,021011,돼지고기,돼지고기 : 넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다)
0210120000,021012,돼지고기,돼지고기 : 복부살(삼겹살)과 이를 절단한 것
0210190000,021019,돼지고기,돼지고기 : 기타
0210201000,021020,소고기,소고기 : 건조하거나 훈제한 것
0210209000,021020,소고기,소고기 : 기타
0210910000,021091,기타 육류,기타 육류 : 영장류의 것
0210921000,021092,기타 육류,"기타 육류 : 고래 ∙ 돌고래ㆍ쇠돌고래(고래목의 포유동물), 매너티ㆍ듀공(바다소목의 포유동물)의 것"
0210922000,021092,기타 육류,기타 육류 : 물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것
0210930000,021093,기타 육류,기타 육류 : 파충류의 것(뱀과 거북을 포함한다)
0210991000,021099,, : 육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루
0210991010,021099,소고기,소고기 : 소의 것
0210991090,021099,기타 육류,기타 육류 : 기타
0210999000,021099,, : 기타
0210999020,021099,기타 육류,기타 육류 : 가금(家禽)류의 것
0210999090,021099,기타 육류,기타 육류 : 기타
0301111000,030111,기타 어류활어,기타 어류활어 : 비단잉어
0301119000,030111,기타 어류활어,기타 어류활어 : 기타
0301190000,030119,기타 어류활어,기타 어류활어 : 기타
0301910000,030191,기타 어류활어,기타 어류활어 : 송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0301921000,030192,뱀장어활어,뱀장어활어 : 실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다)
0301922000,030192,뱀장어활어,뱀장어활어 : 새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다)
0301929000,030192,, : 기타
0301929010,030192,뱀장어활어,뱀장어활어 : 실뱀장어(양식용은 제외한다)
0301929090,030192,뱀장어활어,뱀장어활어 : 기타
0301931000,030193,잉어활어,잉어활어 : 붕어[카라시우스(Carassius)속]
0301939000,030193,잉어활어,잉어활어 : 기타
0301940000,030194,참치활어,참치활어 : 대서양 참다랑어와 태평양 참다랑어[터너스 티너스 (Thunnus thynnus)ㆍ터너스 오리엔탈리스(Thunnus orientalis)]
0301950000,030195,참치활어,참치활어 : 남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
0301992000,030199,기타 어류활어,기타 어류활어 : 방어
0301994000,030199,, : 돔
0301994010,030199,기타 어류활어,기타 어류활어 : 치어(稚魚)(양식용으로 한정한다)
0301994090,030199,, : 기타
0301994091,030199,기타 어류활어,기타 어류활어 : 참돔[파그루스 마조르(Pagrus major)] 
0301994099,030199,기타 어류활어,기타 어류활어 : 기타
0301995000,030199,기타 어류활어,기타 어류활어 : 붕장어
0301996000,030199,기타 어류활어,기타 어류활어 : 갯장어
0301997000,030199,먹장어활어,먹장어활어 : 먹장어
0301998000,030199,넙치류활어,넙치류활어 : 넙치류[플루로넥티대(Pleuronectidae)과ㆍ바디대(Bothidae)과ㆍ사이노글로시대(Cynoglossidae)과ㆍ솔레이대(Soleidae)과ㆍ스코프탈미대(Scophthalmidae)과ㆍ시타리대(Citharidae)과]
0301999000,030199,, : 기타
0301999010,030199,기타 어류활어,기타 어류활어 : 능성어
0301999020,030199,기타 어류활어,기타 어류활어 : 복어
0301999040,030199,기타 어류활어,기타 어류활어 : 볼락(적어를 포함한다)
0301999050,030199,, : 농어
0301999051,030199,기타 어류활어,기타 어류활어 : 치어(稚魚)(양식용으로 한정한다)
0301999059,030199,기타 어류활어,기타 어류활어 : 기타
0301999060,030199,기타 어류활어,기타 어류활어 : 숭어
0301999070,030199,미꾸라지활어,미꾸라지활어 : 미꾸라지
0301999080,030199,기타 어류활어,기타 어류활어 : 메기
0301999090,030199,, : 기타
0301999091,030199,기타 어류활어,기타 어류활어 : 노래미[헥사그라모스(Hexagrammos)속ㆍ아그라무스(Agrammus)속]
0301999092,030199,붕어활어,붕어활어 : 붕어[카라시우스(Carassius)속은 제외한다]
0301999095,030199,민어활어,민어활어 : 민어
0301999099,030199,기타 어류활어,기타 어류활어 : 기타
0302110000,030211,연어신선 또는 냉장,연어신선 또는 냉장 : 송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0302130000,030213,연어신선 또는 냉장,연어신선 또는 냉장 : 태평양 연어[옹코링쿠스 넬카(Oncorhynchus nerka)ㆍ옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
0302140000,030214,연어신선 또는 냉장,연어신선 또는 냉장 : 대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)]
0302190000,030219,연어신선 또는 냉장,연어신선 또는 냉장 : 기타
0302210000,030221,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
0302220000,030222,가자미신선 또는 냉장,가자미신선 또는 냉장 : 가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
0302230000,030223,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 서대[솔레아(Solea)속]
0302240000,030224,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 터벗(turbots)[프세타 맥시마(Psetta maxima)]
0302290000,030229,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 기타
0302310000,030231,참치신선 또는 냉장,참치신선 또는 냉장 : 날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)]
0302320000,030232,참치신선 또는 냉장,참치신선 또는 냉장 : 황다랑어[터너스 알바카레스(Thunnus albacares)]
0302330000,030233,참치신선 또는 냉장,참치신선 또는 냉장 : 가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)]
0302340000,030234,참치신선 또는 냉장,참치신선 또는 냉장 : 눈다랑어[터너스 오베서스(Thunnus obesus)]
0302351000,030235,참치신선 또는 냉장,참치신선 또는 냉장 : 대서양 참다랑어[터너스 티너스 (Thunnus thynnus)]
0302352000,030235,참치신선 또는 냉장,참치신선 또는 냉장 : 태평양 참다랑어[터너스 오리엔탈리스(Thunnus orientalis)]
0302360000,030236,참치신선 또는 냉장,참치신선 또는 냉장 : 남방 참다랑어[터너스 맥코이(Thunnus maccoyii)]
0302390000,030239,참치신선 또는 냉장,참치신선 또는 냉장 : 기타
0302410000,030241,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 청어[클루페아 하렌구스(Clupea harengus)ㆍ클루페아 팔라시(Clupea pallasii)]
0302420000,030242,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 멸치[엔그라울리스(Engraulis)속]
0302430000,030243,기타 어류신선 또는 냉장,"기타 어류신선 또는 냉장 : 정어리[사르디나 필차르두스(Sardina pilchardus)ㆍ사르디노프스(Sardinops)속], 사르디넬라[사르디넬라(Sardinella)속], 브리스링(brisling)이나 스프랫(sprats)[스프라투스 스프라투스(Sprattus sprattus)]"
0302440000,030244,고등어신선 또는 냉장,고등어신선 또는 냉장 : 고등어[스콤버 스콤브루스(Scomber scombrus)ㆍ스콤버 오스트랄라시쿠스(Scomber australasicus)ㆍ스콤버 자포니쿠스(Scomber japonicus)]
0302450000,030245,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 전갱이[트라커러스(Trachurus)속]
0302460000,030246,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 날쌔기[라키센트론 카나둠(Rachycentron canadum)]
0302470000,030247,참치신선 또는 냉장,참치신선 또는 냉장 : 황새치[자이피어스 글래디어스(Xiphias gladius)]
0302491000,030249,삼치신선 또는 냉장,삼치신선 또는 냉장 : 삼치[스콤버로모러스(Scomberomorus)속]
0302492000,030249,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 병어[팜푸스(Pampus)속]
0302493000,030249,꽁치신선 또는 냉장,꽁치신선 또는 냉장 : 꽁치[콜로라비스 사이라(Cololabis saira)]
0302499000,030249,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 기타
0302510000,030251,대구신선 또는 냉장,대구신선 또는 냉장 : 대구[가두스 모르화(Gadus morhua)ㆍ가두스 오각(Gadus ogac)ㆍ가두스 마크로세팔루스(Gadus macrocephalus)]
0302520000,030252,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 해덕[멜라노그라무스 애그레피누스(Melanogrammus aeglefinus)]
0302530000,030253,대구신선 또는 냉장,대구신선 또는 냉장 : 검정대구[폴라치우스 비렌스(Pollachius virens)]
0302540000,030254,대구신선 또는 냉장,대구신선 또는 냉장 : 민대구[메루키우스(Merluccius)속ㆍ유르피키스(Urophycis)속]
0302550000,030255,명태신선 또는 냉장,명태신선 또는 냉장 : 명태[테라그라 찰코그라마(Theragra chalcogramma)]
0302560000,030256,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 블루 화이팅스(blue whitings)[마이크로메시스티우스 포우타소우(Micromesistius poutassou)ㆍ마이크로메시스티우스 오스트랄리스(Micromesistius australis)]
0302590000,030259,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 기타
0302710000,030271,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 틸라피아[오레오크로미스(Oreochromis)속]
0302720000,030272,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0302730000,030273,잉어신선 또는 냉장,잉어신선 또는 냉장 : 잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속]
0302740000,030274,뱀장어신선 또는 냉장,뱀장어신선 또는 냉장 : 뱀장어[앙귈라(Anguilla)속]
0302790000,030279,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 기타
0302810000,030281,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 곱상어와 그 밖의 상어
0302820000,030282,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 가오리와 홍어[라지대(Rajidae)과]
0302830000,030283,참치신선 또는 냉장,참치신선 또는 냉장 : 이빨고기[디소스티쿠스(Dissostichus)속]
0302840000,030284,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 농어[디센트라르쿠스(Dicentrarchus)속]
0302850000,030285,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 돔[스파리대(Sparidae)과]
0302891000,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 방어
0302892000,030289,갈치신선 또는 냉장,갈치신선 또는 냉장 : 갈치
0302893000,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 붕장어
0302894000,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 갯장어
0302895000,030289,꽁치신선 또는 냉장,꽁치신선 또는 냉장 : 학꽁치(Hyporhampus sajori)
0302896000,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 돔[스파리대(Sparidae)과는 제외한다]
0302899000,030289,, : 기타
0302899020,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 복어
0302899040,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 아귀
0302899090,030289,기타 어류신선 또는 냉장,기타 어류신선 또는 냉장 : 기타
0302911000,030291,수산물 부산물,수산물 부산물 : 간
0302912000,030291,어란신선 또는 냉장,어란신선 또는 냉장 : 어란(魚卵)ㆍ어백(魚白)
0302920000,030292,수산물 부산물,수산물 부산물 : 상어 지느러미
0302990000,030299,수산물 부산물,수산물 부산물 : 기타
0303110000,030311,연어냉동,연어냉동 : 소크아이 연어[홍연어(red salmon)][옹코링쿠스 넬카(Oncorhynchus nerka)]
0303120000,030312,연어냉동,연어냉동 : 그 밖의 태평양 연어[옹코링쿠스 고르부스카(Oncorhynchus gorbuscha)ㆍ옹코링쿠스 케타(Oncorhynchus keta)ㆍ옹코링쿠스 차비차(Oncorhynchus tschawytscha)ㆍ옹코링쿠스 키수츠(Oncorhynchus kisutch)ㆍ옹코링쿠스 마소(Oncorhynchus masou)ㆍ옹코링쿠스 로두루스(Oncorhynchus rhodurus)]
0303130000,030313,연어냉동,연어냉동 : 대서양 연어[살모 살라(Salmo salar)]와 다뉴브 연어[후코 후코(Hucho hucho)]
0303140000,030314,연어냉동,연어냉동 : 송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)]
0303190000,030319,연어냉동,연어냉동 : 기타
0303230000,030323,기타 어류냉동,기타 어류냉동 : 틸라피아[오레오크로미스(Oreochromis)속]
0303240000,030324,기타 어류냉동,기타 어류냉동 : 메기[판가시우스(Pangasius)속ㆍ실루러스(Silurus)속ㆍ클라리아스(Clarias)속ㆍ익타루러스(Ictalurus)속]
0303250000,030325,잉어냉동,잉어냉동 : 잉어[사이프리너스(Cyprinus)속ㆍ카라시우스(Carassius)속ㆍ크테노파린고돈 이델루스(Ctenopharyngodon idellus)ㆍ하이포프탈미크티스(Hypophthalmichthys)속ㆍ시리누스(Cirrhinus)속ㆍ마일로파린고돈 피세우스(Mylopharyngodon piceus)ㆍ카틀라 카틀라(Catla catla)ㆍ라베오(Labeo)속ㆍ오스테오킬루스 하셀티(Osteochilus hasselti)ㆍ렙토바르부스 호에베니(Leptobarbus hoeveni)ㆍ메갈로브라마(Megalobrama)속]
0303260000,030326,뱀장어냉동,뱀장어냉동 : 뱀장어[앙귈라(Anguilla)속]
0303290000,030329,연어냉동,연어냉동 : 기타
0303310000,030331,기타 어류냉동,기타 어류냉동 : 넙치[레인하드티우스 히포글러소이데스(Reinhardtius hippoglossoides)ㆍ히포글러서스 히포글러서스(Hippoglossus hippoglossus)ㆍ히포글러서스 스테노레피스(Hippoglossus stenolepis)]
0303320000,030332,가자미냉동,가자미냉동 : 가자미[플루로넥테스 플라테사(Pleuronectes platessa)]
0303330000,030333,기타 어류냉동,기타 어류냉동 : 서대[솔레아(Solea)속]
0303340000,030334,기타 어류냉동,기타 어류냉동 : 터벗(turbots)[프세타 맥시마(Psetta maxima)]
0303391000,030339,기타 어류냉동,기타 어류냉동 : 가자미[플루로넥테스 플라테사(Pleuronectes platessa)를 제외한다]
0303399000,030339,기타 어류냉동,기타 어류냉동 : 기타
0303410000,030341,참치냉동,참치냉동 : 날개다랑어나 긴지느러미 다랑어[터너스 알라룽가(Thunnus alalunga)]
0303420000,030342,참치냉동,참치냉동 : 황다랑어[터너스 알바카레스(Thunnus albacares)]
0303430000,030343,참치냉동,참치냉동 : 가다랑어(줄무늬 버니토)[카추워누스 펠라미스(Katsuwonus pelamis)]
0303440000,030344,참치냉동,참치냉동 : 눈다랑어[터너스 오베서스(Thunnus obesus)]
0303451000,030345,참치냉동,참치냉동 : 대서양 참다랑어[터너스 티너스(Thunnus thynnus)]
